名称,日期,时间,数值
长江侧水位,2023/04/04,10:00:00,3.7
内河侧水位,2023/04/04,14:00:00,3.8
长江侧水位,2023/04/04,14:00:00,3.2
长江侧水位,2023/04/03,18:00:00,4.7
内河侧水位,2023/04/03,19:00:00,3.8
长江侧水位,2023/04/03,19:00:00,4.4
内河侧水位,2023/04/03,20:00:00,3.8
长江侧水位,2023/04/03,20:00:00,4.1
内河侧水位,2023/04/03,21:00:00,3.8
长江侧水位,2023/04/03,21:00:00,3.9
内河侧水位,2023/04/03,22:00:00,3.8
长江侧水位,2023/04/03,22:00:00,3.7
内河侧水位,2023/04/03,23:00:00,3.8
长江侧水位,2023/04/03,23:00:00,3.5
内河侧水位,2023/04/04,0:00:00,3.8
长江侧水位,2023/04/04,0:00:00,3.4
内河侧水位,2023/04/04,1:00:00,3.8
长江侧水位,2023/04/04,1:00:00,3.2
内河侧水位,2023/04/04,2:00:00,3.8
长江侧水位,2023/04/04,2:00:00,3.2
内河侧水位,2023/04/04,3:00:00,3.8
长江侧水位,2023/04/04,3:00:00,3.3
内河侧水位,2023/04/04,4:00:00,3.8
长江侧水位,2023/04/04,4:00:00,4.1
内河侧水位,2023/04/04,5:00:00,3.8
长江侧水位,2023/04/04,5:00:00,4.5
内河侧水位,2023/04/04,6:00:00,3.9
长江侧水位,2023/04/04,6:00:00,4.6
内河侧水位,2023/04/04,7:00:00,3.9
长江侧水位,2023/04/04,7:00:00,4.4
内河侧水位,2023/04/04,11:00:00,3.9
长江侧水位,2023/04/04,11:00:00,3.6
内河侧水位,2023/04/04,12:00:00,3.9
长江侧水位,2023/04/04,12:00:00,3.4
内河侧水位,2023/04/04,13:00:00,3.8
长江侧水位,2023/04/04,13:00:00,3.3
内河侧水位,2023/04/04,15:00:00,3.8
长江侧水位,2023/04/04,15:00:00,3.6
内河侧水位,2023/04/04,16:00:00,3.8
长江侧水位,2023/04/04,16:00:00,4.3
内河侧水位,2023/04/04,17:00:00,3.8
长江侧水位,2023/04/04,17:00:00,4.8
内河侧水位,2023/04/05,0:00:00,3.6
长江侧水位,2023/04/05,0:00:00,3.4
内河侧水位,2023/04/05,1:00:00,3.7
长江侧水位,2023/04/05,1:00:00,3.2
内河侧水位,2023/04/05,2:00:00,3.8
长江侧水位,2023/04/05,2:00:00,2.9
内河侧水位,2023/04/05,11:00:00,3.7
长江侧水位,2023/04/05,11:00:00,3.3
内河侧水位,2023/04/05,12:00:00,3.6
长江侧水位,2023/04/05,12:00:00,3.1
内河侧水位,2023/04/06,0:00:00,3.8
长江侧水位,2023/04/06,0:00:00,3.2
内河侧水位,2023/04/06,1:00:00,3.8
长江侧水位,2023/04/06,1:00:00,3.1
内河侧水位,2023/04/06,12:00:00,3.8
长江侧水位,2023/04/06,12:00:00,3.5
内河侧水位,2023/04/04,18:00:00,3.9
长江侧水位,2023/04/04,18:00:00,4.7
内河侧水位,2023/04/04,19:00:00,3.9
长江侧水位,2023/04/04,19:00:00,4.6
内河侧水位,2023/04/04,20:00:00,3.8
长江侧水位,2023/04/04,20:00:00,4.3
内河侧水位,2023/04/04,21:00:00,3.9
长江侧水位,2023/04/04,21:00:00,4.0
内河侧水位,2023/04/04,22:00:00,3.7
长江侧水位,2023/04/04,22:00:00,3.8
内河侧水位,2023/04/04,23:00:00,3.6
长江侧水位,2023/04/04,23:00:00,3.6
内河侧水位,2023/04/05,3:00:00,3.7
长江侧水位,2023/04/05,3:00:00,2.9
内河侧水位,2023/04/05,4:00:00,3.7
长江侧水位,2023/04/05,4:00:00,3.4
内河侧水位,2023/04/05,5:00:00,3.7
长江侧水位,2023/04/05,5:00:00,4.0
内河侧水位,2023/04/05,6:00:00,3.7
长江侧水位,2023/04/05,6:00:00,4.3
内河侧水位,2023/04/05,7:00:00,3.7
长江侧水位,2023/04/05,7:00:00,4.2
内河侧水位,2023/04/05,8:00:00,3.7
长江侧水位,2023/04/05,8:00:00,4.0
内河侧水位,2023/04/05,9:00:00,3.8
长江侧水位,2023/04/05,9:00:00,3.8
内河侧水位,2023/04/05,10:00:00,3.6
长江侧水位,2023/04/05,10:00:00,3.5
内河侧水位,2023/04/05,13:00:00,3.7
长江侧水位,2023/04/05,13:00:00,2.9
内河侧水位,2023/04/05,14:00:00,3.7
长江侧水位,2023/04/05,14:00:00,2.8
内河侧水位,2023/04/05,15:00:00,3.5
长江侧水位,2023/04/05,15:00:00,2.7
内河侧水位,2023/04/05,16:00:00,3.6
长江侧水位,2023/04/05,16:00:00,3.3
内河侧水位,2023/04/05,17:00:00,4.0
长江侧水位,2023/04/05,17:00:00,4.1
内河侧水位,2023/04/05,18:00:00,4.4
长江侧水位,2023/04/05,18:00:00,4.4
内河侧水位,2023/04/05,19:00:00,4.5
长江侧水位,2023/04/05,19:00:00,4.5
内河侧水位,2023/04/05,20:00:00,4.2
长江侧水位,2023/04/05,20:00:00,4.2
内河侧水位,2023/04/05,21:00:00,4.0
长江侧水位,2023/04/05,21:00:00,3.9
内河侧水位,2023/04/05,22:00:00,3.8
长江侧水位,2023/04/05,22:00:00,3.7
内河侧水位,2023/04/05,23:00:00,3.8
长江侧水位,2023/04/05,23:00:00,3.5
内河侧水位,2023/04/06,2:00:00,3.7
长江侧水位,2023/04/06,2:00:00,2.9
内河侧水位,2023/04/06,3:00:00,3.7
长江侧水位,2023/04/06,3:00:00,2.8
内河侧水位,2023/04/06,4:00:00,3.7
长江侧水位,2023/04/06,4:00:00,3.2
内河侧水位,2023/04/06,5:00:00,4.0
长江侧水位,2023/04/06,5:00:00,4.2
内河侧水位,2023/04/06,6:00:00,4.4
长江侧水位,2023/04/06,6:00:00,4.6
内河侧水位,2023/04/06,13:00:00,3.8
长江侧水位,2023/04/06,13:00:00,3.3
内河侧水位,2023/04/06,18:00:00,4.5
长江侧水位,2023/04/06,18:00:00,4.5
内河侧水位,2023/04/06,19:00:00,4.7
长江侧水位,2023/04/06,19:00:00,4.7
内河侧水位,2023/04/06,20:00:00,4.6
长江侧水位,2023/04/06,20:00:00,4.6
内河侧水位,2023/04/06,21:00:00,4.2
长江侧水位,2023/04/06,21:00:00,4.2
内河侧水位,2023/04/06,22:00:00,4.0
长江侧水位,2023/04/06,22:00:00,4.0
内河侧水位,2023/04/06,23:00:00,3.9
长江侧水位,2023/04/06,23:00:00,3.7
内河侧水位,2023/04/07,0:00:00,3.9
长江侧水位,2023/04/07,0:00:00,3.5
内河侧水位,2023/04/07,1:00:00,3.8
长江侧水位,2023/04/07,1:00:00,3.3
内河侧水位,2023/04/07,2:00:00,3.8
长江侧水位,2023/04/07,2:00:00,3.2
内河侧水位,2023/04/06,7:00:00,4.6
长江侧水位,2023/04/06,7:00:00,4.7
内河侧水位,2023/04/06,8:00:00,4.5
长江侧水位,2023/04/06,8:00:00,4.5
内河侧水位,2023/04/06,9:00:00,4.2
长江侧水位,2023/04/06,9:00:00,4.2
内河侧水位,2023/04/06,10:00:00,3.9
长江侧水位,2023/04/06,10:00:00,3.8
内河侧水位,2023/04/06,11:00:00,3.8
长江侧水位,2023/04/06,11:00:00,3.6
内河侧水位,2023/04/06,14:00:00,3.8
长江侧水位,2023/04/06,14:00:00,3.1
内河侧水位,2023/04/06,15:00:00,3.8
长江侧水位,2023/04/06,15:00:00,3.1
内河侧水位,2023/04/06,16:00:00,3.7
长江侧水位,2023/04/06,16:00:00,3.0
内河侧水位,2023/04/06,17:00:00,3.8
长江侧水位,2023/04/06,17:00:00,4.1
内河侧水位,2023/04/07,14:00:00,3.7
长江侧水位,2023/04/07,14:00:00,3.2
内河侧水位,2023/04/07,16:00:00,3.7
长江侧水位,2023/04/07,16:00:00,2.9
内河侧水位,2023/04/07,17:00:00,3.7
长江侧水位,2023/04/07,17:00:00,3.4
内河侧水位,2023/04/07,18:00:00,4.2
长江侧水位,2023/04/07,18:00:00,4.2
内河侧水位,2023/04/07,19:00:00,4.4
长江侧水位,2023/04/07,19:00:00,4.5
内河侧水位,2023/04/07,20:00:00,4.5
长江侧水位,2023/04/07,20:00:00,4.6
内河侧水位,2023/04/07,21:00:00,4.2
长江侧水位,2023/04/07,21:00:00,4.3
内河侧水位,2023/04/07,22:00:00,4.0
长江侧水位,2023/04/07,22:00:00,4.0
内河侧水位,2023/04/07,23:00:00,3.8
长江侧水位,2023/04/07,23:00:00,3.8
内河侧水位,2023/04/08,0:00:00,3.8
长江侧水位,2023/04/08,0:00:00,3.6
内河侧水位,2023/04/07,3:00:00,3.8
长江侧水位,2023/04/07,3:00:00,3.0
内河侧水位,2023/04/07,4:00:00,3.8
长江侧水位,2023/04/07,4:00:00,2.9
内河侧水位,2023/04/07,5:00:00,3.8
长江侧水位,2023/04/07,5:00:00,3.6
内河侧水位,2023/04/07,6:00:00,4.1
长江侧水位,2023/04/07,6:00:00,4.4
内河侧水位,2023/04/07,7:00:00,4.4
长江侧水位,2023/04/07,7:00:00,4.7
内河侧水位,2023/04/07,8:00:00,4.5
长江侧水位,2023/04/07,8:00:00,4.7
内河侧水位,2023/04/07,9:00:00,4.3
长江侧水位,2023/04/07,9:00:00,4.3
内河侧水位,2023/04/07,10:00:00,4.0
长江侧水位,2023/04/07,10:00:00,4.0
内河侧水位,2023/04/07,11:00:00,3.9
长江侧水位,2023/04/07,11:00:00,3.8
内河侧水位,2023/04/07,12:00:00,3.8
长江侧水位,2023/04/07,12:00:00,3.5
内河侧水位,2023/04/07,13:00:00,3.8
长江侧水位,2023/04/07,13:00:00,3.4
内河侧水位,2023/04/07,15:00:00,3.7
长江侧水位,2023/04/07,15:00:00,3.0
内河侧水位,2023/04/08,1:00:00,3.7
长江侧水位,2023/04/08,1:00:00,3.4
内河侧水位,2023/04/08,2:00:00,3.8
长江侧水位,2023/04/08,2:00:00,3.3
内河侧水位,2023/04/08,3:00:00,3.7
长江侧水位,2023/04/08,3:00:00,3.0
内河侧水位,2023/04/08,4:00:00,3.7
长江侧水位,2023/04/08,4:00:00,3.0
内河侧水位,2023/04/08,5:00:00,3.7
长江侧水位,2023/04/08,5:00:00,3.3
内河侧水位,2023/04/08,6:00:00,4.0
长江侧水位,2023/04/08,6:00:00,4.3
内河侧水位,2023/04/08,16:00:00,3.7
长江侧水位,2023/04/08,16:00:00,3.2
内河侧水位,2023/04/08,7:00:00,4.3
长江侧水位,2023/04/08,7:00:00,4.7
内河侧水位,2023/04/08,8:00:00,4.6
长江侧水位,2023/04/08,8:00:00,4.9
内河侧水位,2023/04/08,9:00:00,4.6
长江侧水位,2023/04/08,9:00:00,4.7
内河侧水位,2023/04/08,10:00:00,4.3
长江侧水位,2023/04/08,10:00:00,4.3
内河侧水位,2023/04/08,11:00:00,4.1
长江侧水位,2023/04/08,11:00:00,4.0
内河侧水位,2023/04/08,12:00:00,3.9
长江侧水位,2023/04/08,12:00:00,3.8
内河侧水位,2023/04/08,13:00:00,3.8
长江侧水位,2023/04/08,13:00:00,3.7
内河侧水位,2023/04/08,14:00:00,3.8
长江侧水位,2023/04/08,14:00:00,3.4
内河侧水位,2023/04/08,15:00:00,3.8
长江侧水位,2023/04/08,15:00:00,3.3
内河侧水位,2023/04/09,6:00:00,3.7
长江侧水位,2023/04/09,6:00:00,3.8
内河侧水位,2023/04/08,17:00:00,3.7
长江侧水位,2023/04/08,17:00:00,3.1
内河侧水位,2023/04/08,18:00:00,3.7
长江侧水位,2023/04/08,18:00:00,3.9
内河侧水位,2023/04/08,19:00:00,4.3
长江侧水位,2023/04/08,19:00:00,4.5
内河侧水位,2023/04/08,20:00:00,4.5
长江侧水位,2023/04/08,20:00:00,4.7
内河侧水位,2023/04/08,21:00:00,4.5
长江侧水位,2023/04/08,21:00:00,4.5
内河侧水位,2023/04/08,22:00:00,4.2
长江侧水位,2023/04/08,22:00:00,4.2
内河侧水位,2023/04/08,23:00:00,4.0
长江侧水位,2023/04/08,23:00:00,4.0
内河侧水位,2023/04/09,0:00:00,3.9
长江侧水位,2023/04/09,0:00:00,3.7
内河侧水位,2023/04/09,1:00:00,3.8
长江侧水位,2023/04/09,1:00:00,3.6
内河侧水位,2023/04/09,2:00:00,3.8
长江侧水位,2023/04/09,2:00:00,3.4
内河侧水位,2023/04/09,3:00:00,3.8
长江侧水位,2023/04/09,3:00:00,3.3
内河侧水位,2023/04/09,4:00:00,3.7
长江侧水位,2023/04/09,4:00:00,3.1
内河侧水位,2023/04/09,5:00:00,3.7
长江侧水位,2023/04/09,5:00:00,3.0
内河侧水位,2023/04/09,7:00:00,4.2
长江侧水位,2023/04/09,7:00:00,4.5
内河侧水位,2023/04/09,8:00:00,4.4
长江侧水位,2023/04/09,8:00:00,4.8
内河侧水位,2023/04/09,9:00:00,4.6
长江侧水位,2023/04/09,9:00:00,4.8
内河侧水位,2023/04/09,10:00:00,4.5
长江侧水位,2023/04/09,10:00:00,4.5
内河侧水位,2023/04/09,11:00:00,4.2
长江侧水位,2023/04/09,11:00:00,4.2
内河侧水位,2023/04/09,12:00:00,4.0
长江侧水位,2023/04/09,12:00:00,4.0
内河侧水位,2023/04/09,13:00:00,3.9
长江侧水位,2023/04/09,13:00:00,3.8
内河侧水位,2023/04/09,14:00:00,3.9
长江侧水位,2023/04/09,14:00:00,3.6
内河侧水位,2023/04/09,15:00:00,3.8
长江侧水位,2023/04/09,15:00:00,3.4
内河侧水位,2023/04/09,16:00:00,3.8
长江侧水位,2023/04/09,16:00:00,3.3
内河侧水位,2023/04/09,17:00:00,3.7
长江侧水位,2023/04/09,17:00:00,3.2
内河侧水位,2023/04/09,18:00:00,3.8
长江侧水位,2023/04/09,18:00:00,3.3
内河侧水位,2023/04/09,19:00:00,4.0
长江侧水位,2023/04/09,19:00:00,4.1
内河侧水位,2023/04/09,20:00:00,4.3
长江侧水位,2023/04/09,20:00:00,4.5
内河侧水位,2023/04/09,21:00:00,4.4
长江侧水位,2023/04/09,21:00:00,4.6
内河侧水位,2023/04/09,22:00:00,4.3
内河侧水位,2023/04/10,1:00:00,3.8
长江侧水位,2023/04/10,1:00:00,3.7
内河侧水位,2023/04/10,2:00:00,3.8
长江侧水位,2023/04/10,2:00:00,3.5
内河侧水位,2023/04/10,3:00:00,3.8
长江侧水位,2023/04/10,3:00:00,3.4
内河侧水位,2023/04/10,4:00:00,3.8
长江侧水位,2023/04/10,4:00:00,3.2
内河侧水位,2023/04/10,5:00:00,3.7
长江侧水位,2023/04/10,5:00:00,3.1
内河侧水位,2023/04/10,6:00:00,3.6
长江侧水位,2023/04/10,6:00:00,3.3
内河侧水位,2023/04/10,7:00:00,4.0
长江侧水位,2023/04/10,7:00:00,4.3
长江侧水位,2023/04/09,22:00:00,4.3
内河侧水位,2023/04/09,23:00:00,4.0
长江侧水位,2023/04/09,23:00:00,4.1
内河侧水位,2023/04/10,0:00:00,3.9
长江侧水位,2023/04/10,0:00:00,3.8
内河侧水位,2023/04/10,8:00:00,4.4
长江侧水位,2023/04/10,8:00:00,4.7
内河侧水位,2023/04/10,9:00:00,4.6
长江侧水位,2023/04/10,9:00:00,4.8
内河侧水位,2023/04/10,10:00:00,4.7
长江侧水位,2023/04/10,10:00:00,4.6
内河侧水位,2023/04/10,11:00:00,4.3
长江侧水位,2023/04/10,11:00:00,4.3
内河侧水位,2023/04/10,12:00:00,4.1
长江侧水位,2023/04/10,12:00:00,4.1
内河侧水位,2023/04/10,13:00:00,3.9
长江侧水位,2023/04/10,13:00:00,3.9
内河侧水位,2023/04/10,14:00:00,3.9
长江侧水位,2023/04/10,14:00:00,3.8
内河侧水位,2023/04/10,15:00:00,3.8
长江侧水位,2023/04/10,15:00:00,3.6
内河侧水位,2023/04/10,16:00:00,3.9
长江侧水位,2023/04/10,16:00:00,3.4
内河侧水位,2023/04/10,17:00:00,3.8
长江侧水位,2023/04/10,17:00:00,3.2
内河侧水位,2023/04/10,18:00:00,3.8
长江侧水位,2023/04/10,18:00:00,3.2
内河侧水位,2023/04/10,19:00:00,3.7
长江侧水位,2023/04/10,19:00:00,3.7
内河侧水位,2023/04/10,20:00:00,4.1
长江侧水位,2023/04/10,20:00:00,4.3
内河侧水位,2023/04/10,21:00:00,4.3
长江侧水位,2023/04/10,21:00:00,4.4
内河侧水位,2023/04/10,22:00:00,4.3
长江侧水位,2023/04/10,22:00:00,4.4
内河侧水位,2023/04/10,23:00:00,4.1
长江侧水位,2023/04/10,23:00:00,4.1
内河侧水位,2023/04/11,0:00:00,3.9
长江侧水位,2023/04/11,0:00:00,3.9
内河侧水位,2023/04/11,1:00:00,3.8
长江侧水位,2023/04/11,1:00:00,3.7
内河侧水位,2023/04/11,2:00:00,3.8
长江侧水位,2023/04/11,2:00:00,3.5
内河侧水位,2023/04/11,3:00:00,3.8
长江侧水位,2023/04/11,3:00:00,3.4
内河侧水位,2023/04/11,4:00:00,3.7
长江侧水位,2023/04/11,4:00:00,3.3
内河侧水位,2023/04/11,5:00:00,3.7
长江侧水位,2023/04/11,5:00:00,3.1
内河侧水位,2023/04/11,6:00:00,3.7
长江侧水位,2023/04/11,6:00:00,3.1
内河侧水位,2023/04/11,7:00:00,3.7
长江侧水位,2023/04/11,7:00:00,3.9
内河侧水位,2023/04/11,8:00:00,4.2
长江侧水位,2023/04/11,8:00:00,4.5
内河侧水位,2023/04/11,9:00:00,4.5
长江侧水位,2023/04/11,9:00:00,4.7
内河侧水位,2023/04/11,15:00:00,3.8
长江侧水位,2023/04/11,15:00:00,3.6
内河侧水位,2023/04/11,23:00:00,4.1
长江侧水位,2023/04/11,23:00:00,4.1
内河侧水位,2023/04/12,0:00:00,3.9
长江侧水位,2023/04/12,0:00:00,3.9
内河侧水位,2023/04/12,2:00:00,3.7
长江侧水位,2023/04/12,2:00:00,3.6
内河侧水位,2023/04/12,4:00:00,3.7
长江侧水位,2023/04/12,4:00:00,3.3
内河侧水位,2023/04/12,5:00:00,3.7
长江侧水位,2023/04/12,5:00:00,3.2
内河侧水位,2023/04/11,10:00:00,4.6
长江侧水位,2023/04/11,10:00:00,4.7
内河侧水位,2023/04/11,11:00:00,4.4
长江侧水位,2023/04/11,11:00:00,4.4
内河侧水位,2023/04/11,12:00:00,4.2
长江侧水位,2023/04/11,12:00:00,4.2
内河侧水位,2023/04/11,13:00:00,4.0
长江侧水位,2023/04/11,13:00:00,3.9
内河侧水位,2023/04/11,14:00:00,3.8
长江侧水位,2023/04/11,14:00:00,3.8
内河侧水位,2023/04/11,16:00:00,3.7
长江侧水位,2023/04/11,16:00:00,3.4
内河侧水位,2023/04/11,17:00:00,3.7
长江侧水位,2023/04/11,17:00:00,3.3
内河侧水位,2023/04/11,18:00:00,3.8
长江侧水位,2023/04/11,18:00:00,3.2
内河侧水位,2023/04/11,19:00:00,3.7
长江侧水位,2023/04/11,19:00:00,3.2
内河侧水位,2023/04/11,20:00:00,3.7
长江侧水位,2023/04/11,20:00:00,3.8
内河侧水位,2023/04/11,21:00:00,4.0
长江侧水位,2023/04/11,21:00:00,4.2
内河侧水位,2023/04/11,22:00:00,4.2
长江侧水位,2023/04/11,22:00:00,4.3
内河侧水位,2023/04/12,6:00:00,3.7
长江侧水位,2023/04/12,6:00:00,3.2
内河侧水位,2023/04/12,7:00:00,3.7
长江侧水位,2023/04/12,7:00:00,3.4
内河侧水位,2023/04/12,8:00:00,4.0
长江侧水位,2023/04/12,8:00:00,4.2
内河侧水位,2023/04/12,9:00:00,4.4
长江侧水位,2023/04/12,9:00:00,4.6
内河侧水位,2023/04/12,10:00:00,4.6
长江侧水位,2023/04/12,10:00:00,4.8
内河侧水位,2023/04/12,1:00:00,3.8
长江侧水位,2023/04/12,1:00:00,3.7
内河侧水位,2023/04/12,3:00:00,3.7
长江侧水位,2023/04/12,3:00:00,3.4
内河侧水位,2023/04/12,11:00:00,4.7
长江侧水位,2023/04/12,11:00:00,4.7
内河侧水位,2023/04/12,12:00:00,4.5
长江侧水位,2023/04/12,12:00:00,4.5
内河侧水位,2023/04/12,13:00:00,4.2
长江侧水位,2023/04/12,13:00:00,4.2
内河侧水位,2023/04/12,14:00:00,4.0
长江侧水位,2023/04/12,14:00:00,4.0
内河侧水位,2023/04/12,15:00:00,3.8
长江侧水位,2023/04/12,15:00:00,3.8
内河侧水位,2023/04/12,16:00:00,3.8
长江侧水位,2023/04/12,16:00:00,3.7
内河侧水位,2023/04/12,17:00:00,3.8
长江侧水位,2023/04/12,17:00:00,3.6
内河侧水位,2023/04/12,18:00:00,3.8
长江侧水位,2023/04/12,18:00:00,3.5
内河侧水位,2023/04/12,19:00:00,3.8
长江侧水位,2023/04/12,19:00:00,3.4
内河侧水位,2023/04/12,20:00:00,3.8
长江侧水位,2023/04/12,20:00:00,3.5
内河侧水位,2023/04/13,12:00:00,4.4
长江侧水位,2023/04/13,12:00:00,4.4
内河侧水位,2023/04/13,13:00:00,4.2
长江侧水位,2023/04/13,13:00:00,4.1
内河侧水位,2023/04/13,14:00:00,4.0
长江侧水位,2023/04/13,14:00:00,3.9
内河侧水位,2023/04/13,15:00:00,3.8
长江侧水位,2023/04/13,15:00:00,3.8
内河侧水位,2023/04/13,16:00:00,3.8
长江侧水位,2023/04/13,16:00:00,3.7
内河侧水位,2023/04/13,17:00:00,3.8
长江侧水位,2023/04/13,17:00:00,3.6
